L,TT,TE,EE,BB,PP
2243,1.5616298747570216e-16,-6.917956181257665e-18,7.624558184732913e-18,4.9611315106201527e-20,1.9696324873212393e-27
2244,1.5565718611714706e-16,-6.98461796536589e-18,7.610569285583782e-18,4.950912253348488e-20,1.9661691216177086e-27
2245,1.5515845413344904e-16,-7.050983830239987e-18,7.596004146417862e-18,4.940734150234259e-20,1.9627111427258796e-27
2246,1.5466552825572517e-16,-7.117066936732397e-18,7.581038621631866e-18,4.930572203668304e-20,1.9592585403792742e-27
2247,1.5418958855131618e-16,-7.182793327560982e-18,7.565611602884503e-18,4.920451260332749e-20,1.9558237431925492e-27
2248,1.5371070581545393e-16,-7.248089309190896e-18,7.54960006117692e-18,4.910371222896892e-20,1.95239427996588e-27
2249,1.5323882185958286e-16,-7.312794533713135e-18,7.533191824760884e-18,4.900307160781276e-20,1.9489577237992632e-27
2250,1.5278260259750273e-16,-7.377295075640806e-18,7.516226695671615e-18,4.8902838547785465e-20,1.945538909094715e-27
2251,1.5232341480370834e-16,-7.441070826362774e-18,7.498867308146237e-18,4.880288813515071e-20,1.9421253979521424e-27
2252,1.5187241224985933e-16,-7.504507534389754e-18,7.480928976759332e-18,4.87033435726793e-20,1.938729563986719e-27
2253,1.5143699731474124e-16,-7.56733382730281e-18,7.462611226460301e-18,4.860395644395604e-20,1.9353266187599688e-27
2254,1.5100847584180357e-16,-7.6295883395853e-18,7.443816194089251e-18,4.850497368228595e-20,1.9319413086707728e-27
2255,1.5057818446806954e-16,-7.691198413179427e-18,7.424631626045915e-18,4.840639432944314e-20,1.9285612400551676e-27
2256,1.5016340416707592e-16,-7.7522644065483e-18,7.404873482551956e-18,4.830797063302398e-20,1.925186402968377e-27
2257,1.4974683376744496e-16,-7.812627417181756e-18,7.38471591492583e-18,4.820994887349872e-20,1.9218167874885197e-27
2258,1.4933586930314565e-16,-7.87222765047194e-18,7.36409841736703e-18,4.811220491922163e-20,1.9184523837165413e-27
2259,1.4894280346568257e-16,-7.931436273098878e-18,7.342985313363613e-18,4.801486121870519e-20,1.915093181776156e-27
2260,1.4854668570263067e-16,-7.989725517757226e-18,7.32148860809889e-18,4.791767090059901e-20,1.9117514680123254e-27
2261,1.4815858136432587e-16,-8.04712232430715e-18,7.29949877591281e-18,4.782087937878454e-20,1.9084026293250618e-27
2262,1.4777601477488977e-16,-8.103727186342227e-18,7.277213540957364e-18,4.7724485709833355e-20,1.905071237459947e-27
2263,1.4740142443798283e-16,-8.159664771696927e-18,7.254449757466532e-18,4.762824368019984e-20,1.90174498647577e-27
2264,1.4702498743445738e-16,-8.214385405894271e-18,7.23119646639649e-18,4.753239805691705e-20,1.8984238666522177e-27
2265,1.466467090918916e-16,-8.268381925133374e-18,7.207626378251052e-18,4.7436825483048953e-20,1.8951201102738356e-27
2266,1.4628494149697596e-16,-8.321570563717231e-18,7.183679202735067e-18,4.734164765969484e-20,1.8918092128995627e-27
2267,1.4593841937226795e-16,-8.37342791883383e-18,7.159319303749995e-18,4.724674145010549e-20,1.8885156380693293e-27
2268,1.4559123031302498e-16,-8.425068524697316e-18,7.134462333222093e-18,4.715210624701366e-20,1.8852271342118722e-27
2269,1.4524093671222915e-16,-8.476126927778319e-18,7.109304815254343e-18,4.705774144465941e-20,1.881943691760443e-27
2270,1.448985164881168e-16,-8.52590988306905e-18,7.083823196577272e-18,4.696364643878591e-20,1.8786653011701924e-27
2271,1.44572473432427e-16,-8.574420699455965e-18,7.057933120577541e-18,4.6869942400588876e-20,1.8753919529181072e-27
2272,1.4424573135967647e-16,-8.621687010504471e-18,7.031733028502927e-18,4.677650674055454e-20,1.872123637502952e-27
2273,1.439158612967373e-16,-8.667736355517687e-18,7.004932024874362e-18,4.6683338859333743e-20,1.8688725014250823e-27
2274,1.4360351887080903e-16,-8.713458495667964e-18,6.977896083699003e-18,4.659055961199534e-20,1.8656142125803237e-27
2275,1.4328074862985702e-16,-8.757980547475344e-18,6.950625855376342e-18,4.649792538956532e-20,1.862373062833763e-27
2276,1.429827379041653e-16,-8.800420571039436e-18,6.922940129129102e-18,4.640567839655936e-20,1.859136886833002e-27
2277,1.4268398388549976e-16,-8.842600996389874e-18,6.8949127107852334e-18,4.6313696587031546e-20,1.855905675226901e-27
2278,1.4237359645632514e-16,-8.884510355243164e-18,6.86664135342686e-18,4.6221979369436247e-20,1.8526915213732555e-27
2279,1.4208062754676456e-16,-8.924383869829011e-18,6.837945350294035e-18,4.6130526153691003e-20,1.8494701999719224e-27
2280,1.417869094936218e-16,-8.964026985781668e-18,6.8090795618467075e-18,4.603945716586025e-20,1.8462658965223198e-27
2281,1.4150089422050444e-16,-9.00166584351748e-18,6.779694412045713e-18,4.59485300835149e-20,1.843054428232198e-27
2282,1.4121291357727148e-16,-9.038198127436231e-18,6.750237530390891e-18,4.5857985844706284e-20,1.8398599382333656e-27
2283,1.409241780305024e-16,-9.07363875090967e-18,6.720323547291337e-18,4.576770305089226e-20,1.836670335874658e-27
2284,1.4065154477100267e-16,-9.10711167697374e-18,6.6903389512213005e-18,4.5677560727678136e-20,1.833497651192786e-27
2285,1.403793346024199e-16,-9.140414300597618e-18,6.659983245246902e-18,4.558779918338268e-20,1.8303177861177013e-27
2286,1.4008711587935578e-16,-9.17265768735055e-18,6.629269455541813e-18,4.5498297341014314e-20,1.8271427812745225e-27
2287,1.3980375972156626e-16,-9.20298002663605e-18,6.59845071639839e-18,4.540905462246112e-20,1.8239846352047475e-27
2288,1.3955443724605878e-16,-9.232262108908608e-18,6.567275397969819e-18,4.5320070451036714e-20,1.8208313102059642e-27
2289,1.3928631825258357e-16,-9.260518611695421e-18,6.5359842032258324e-18,4.523134425147603e-20,1.8176827972614934e-27
2290,1.3902699752958688e-16,-9.28688990053327e-18,6.5043139947376285e-18,4.514287544993145e-20,1.814539087375116e-27
2291,1.387848283809596e-16,-9.313139844476005e-18,6.47243332103548e-18,4.505466347396881e-20,1.811400171571016e-27
2292,1.385597662229267e-16,-9.337511298914332e-18,6.440438411550381e-18,4.496670775256334e-20,1.8082660408937262e-27
2293,1.3830757047009567e-16,-9.360905014386789e-18,6.408150427981746e-18,4.487900771609574e-20,1.8051486313048213e-27
2294,1.380629223294952e-16,-9.382428432754596e-18,6.375725321333912e-18,4.479156279634824e-20,1.802035968173628e-27
2295,1.3782699477370266e-16,-9.402992645859264e-18,6.342901156697845e-18,4.4704253185587084e-20,1.7989161185548442e-27
2296,1.3757355514209617e-16,-9.421718520287847e-18,6.3102151302500676e-18,4.4617316904036015e-20,1.7958129321795943e-27
2297,1.3734669178531135e-16,-9.44037252686618e-18,6.2772026883564034e-18,4.4530515009383157e-20,1.7927144657467262e-27
2298,1.3711898176600852e-16,-9.457206563088787e-18,6.2441263656981626e-18,4.44440851093356e-20,1.7896326034473114e-27
2299,1.3688210969997397e-16,-9.472213472894237e-18,6.21082000937388e-18,4.4357788679101165e-20,1.786543540195441e-27
2300,1.3666221882913708e-16,-9.486300297488393e-18,6.1772605120798065e-18,4.427174419178732e-20,1.7834710428921727e-27
2301,1.3641656196047688e-16,-9.49945755600903e-18,6.143638363341995e-18,4.4185951088473897e-20,1.7803913478580467e-27
2302,1.3618787258714905e-16,-9.511687654309438e-18,6.1100248745608585e-18,4.410040881161199e-20,1.7773281807204963e-27
2303,1.3597729094185088e-16,-9.521252304572626e-18,6.076052977461995e-18,4.401499839090997e-20,1.7742696605095417e-27
2304,1.357492767384608e-16,-9.52992127057465e-18,6.042090408202224e-18,4.392995620251562e-20,1.7712157785897985e-27
2305,1.3553106358577327e-16,-9.537685051131643e-18,6.008042613856853e-18,4.384504496722864e-20,1.7681783472206423e-27
2306,1.3531199668585685e-16,-9.543683814850293e-18,5.9738035587345266e-18,4.3760382546656686e-20,1.7651337058071508e-27
2307,1.3506729767886286e-16,-9.549680399963132e-18,5.939550784308095e-18,4.3675850385720854e-20,1.7621054773015795e-27
2308,1.3485716329300465e-16,-9.553033806909381e-18,5.905190043402701e-18,4.359168404469215e-20,1.7590700421389664e-27
2309,1.346661900723793e-16,-9.555517888910031e-18,5.870709875018041e-18,4.3507647069203695e-20,1.7560509823719496e-27
2310,1.3445666524431222e-16,-9.556252166523244e-18,5.836298944145833e-18,4.3423856915674616e-20,1.7530364891279543e-27
2311,1.342403967552091e-16,-9.556111387459773e-18,5.801592562606866e-18,4.3340195442057075e-20,1.7500265539464194e-27
2312,1.3403267657863903e-16,-9.555109570241679e-18,5.767014514516612e-18,4.325689739695019e-20,1.7470329178051837e-27
2313,1.3381704782197726e-16,-9.55238024206444e-18,5.73240015632372e-18,4.317372714651528e-20,1.744032063287824e-27
2314,1.3361112489887928e-16,-9.547916152277963e-18,5.697737891743147e-18,4.309068445283289e-20,1.7410474707006903e-27
2315,1.3340550771110589e-16,-9.542589003665779e-18,5.663016164627365e-18,4.3008003458391903e-20,1.7380556632853838e-27
2316,1.3319199948261062e-16,-9.536412745035915e-18,5.628317129860058e-18,4.292544914184412e-20,1.735080080818146e-27
2317,1.3298816903166e-16,-9.528500473278645e-18,5.593640767492887e-18,4.28431382554127e-20,1.7321089858686057e-27
2318,1.3278464060832731e-16,-9.520609989796896e-18,5.558893548108529e-18,4.2760953374552694e-20,1.729142370147418e-27
2319,1.3257440649315986e-16,-9.511001134259193e-18,5.5241691225053515e-18,4.2679011051277137e-20,1.7261919039932496e-27
2320,1.323726533575898e-16,-9.499655020516535e-18,5.4895258132069486e-18,4.25973107501279e-20,1.723234211871547e-27
2321,1.3218169122011235e-16,-9.486599465296967e-18,5.4548002303311584e-18,4.251573535199571e-20,1.720292632729993e-27
2322,1.3197470097972318e-16,-9.472677585466965e-18,5.420237242535864e-18,4.2434401109733026e-20,1.7173438313246103e-27
2323,1.317587072894865e-16,-9.457903270608381e-18,5.385580423093745e-18,4.2353307491396295e-20,1.7144111064380444e-27
2324,1.31562804669182e-16,-9.442267107590762e-18,5.351167276771421e-18,4.227233768211586e-20,1.711482791434861e-27
2325,1.3135905731654902e-16,-9.424899954215558e-18,5.316648660752993e-18,4.2191607636727845e-20,1.7085588781934027e-27
2326,1.31155611582206e-16,-9.407535948264574e-18,5.282268662323735e-18,4.21110007423986e-20,1.7056509670478468e-27
2327,1.309547866074126e-16,-9.387577044744277e-18,5.2477833946927e-18,4.2030632755790866e-20,1.7027358230645064e-27
2328,1.3077164092187176e-16,-9.366745046584689e-18,5.21359876476832e-18,4.195038726558104e-20,1.6998366451042052e-27
2329,1.3057370926040875e-16,-9.345042224166162e-18,5.179366679778941e-18,4.187037983076385e-20,1.696930238160801e-27
2330,1.303679710583744e-16,-9.322459273383006e-18,5.145260828985687e-18,4.179060992723308e-20,1.694039761290786e-27
2331,1.3015444661967952e-16,-9.298120021356653e-18,5.1113618362958235e-18,4.171096144513982e-20,1.691153618014201e-27
2332,1.299516342640487e-16,-9.273761328736178e-18,5.077495975435871e-18,4.163154964811181e-20,1.688271800373629e-27
2333,1.2975142946172313e-16,-9.247640898945074e-18,5.043732431965763e-18,4.15522586265025e-20,1.685394300429376e-27
2334,1.295261561042539e-16,-9.220627961729249e-18,5.0098980450595655e-18,4.1473088157395796e-20,1.682532639272502e-27
2335,1.2931965154119051e-16,-9.192701799935605e-18,4.976419242084741e-18,4.1394153209796777e-20,1.6796637411017413e-27
2336,1.2911460390679998e-16,-9.163864787860258e-18,4.9429498687744956e-18,4.1315453266041666e-20,1.676810646211057e-27
2337,1.2890296008172465e-16,-9.132405877288239e-18,4.909742925348387e-18,4.1236872815331973e-20,1.6739618177560617e-27
2338,1.2869277993574404e-16,-9.101721259347402e-18,4.876694368888557e-18,4.1158411637492006e-20,1.6711172479228476e-27
2339,1.2847717207629648e-16,-9.06924899089886e-18,4.843643112674473e-18,4.1080184310696014e-20,1.668276928914868e-27
2340,1.2826188563402483e-16,-9.034133438938322e-18,4.81083006936863e-18,4.100207562173752e-20,1.6654408529528906e-27
2341,1.280664023330464e-16,-9.002329245995964e-18,4.7782546648605085e-18,4.092419995411909e-20,1.662609012274953e-27
2342,1.2784716017341159e-16,-8.967014982193199e-18,4.745744570466744e-18,4.084644229251363e-20,1.6597928495371262e-27
2343,1.2762938957273432e-16,-8.930728046515713e-18,4.713459823431715e-18,4.0768802419937115e-20,1.6569808870711044e-27
2344,1.2741423009248722e-16,-8.893470966224113e-18,4.681308435673662e-18,4.069139442862191e-20,1.6541616863305814e-27
2345,1.27200533179283e-16,-8.856091425583163e-18,4.649461418257015e-18,4.0614103598914395e-20,1.6513581111513714e-27
2346,1.2698829532859577e-16,-8.817711100775917e-18,4.6178267369414815e-18,4.053692971564829e-20,1.648558713263683e-27
2347,1.2677865321223072e-16,-8.777477464189014e-18,4.586324072074664e-18,4.0459872564135314e-20,1.6457634850454823e-27
2348,1.2655451247873927e-16,-8.737935700328331e-18,4.555089824480504e-18,4.0383045849844583e-20,1.642983810859675e-27
2349,1.2634891896478717e-16,-8.696534457339212e-18,4.523986755806076e-18,4.030633524545346e-20,1.6401968894864914e-27
2350,1.2611178618396003e-16,-8.654938921870128e-18,4.493151036267689e-18,4.0229740538071227e-20,1.6374254876199658e-27
2351,1.2587728357451876e-16,-8.611456559514934e-18,4.46250247716651e-18,4.015337514447219e-20,1.6346468428549744e-27
2352,1.256533519695164e-16,-8.566932367975506e-18,4.432131460774485e-18,4.007701149774051e-20,1.6318836831871748e-27
2353,1.2542294925636342e-16,-8.52303656124503e-18,4.401923876724483e-18,4.000087654844771e-20,1.629124628542141e-27
2354,1.2520309313653362e-16,-8.478078823292864e-18,4.372072019184436e-18,3.992485645676e-20,1.6263696714518267e-27
2355,1.2496884340807517e-16,-8.432888584283715e-18,4.342393825134283e-18,3.984895101250281e-20,1.6236301288247618e-27
2356,1.2473607760038768e-16,-8.385769272005308e-18,4.3130359765115805e-18,3.9773160005966753e-20,1.6208833348964945e-27
2357,1.2449800909804192e-16,-8.338387701473705e-18,4.2838507232246925e-18,3.9697483227906405e-20,1.618151921383803e-27
2358,1.2426255853780465e-16,-8.291591758257001e-18,4.25481506681395e-18,3.962192046953904e-20,1.6154132609914604e-27
2359,1.2402069072298975e-16,-8.242829369250068e-18,4.226097948354897e-18,3.9546584382511903e-20,1.6126899470811616e-27
2360,1.2378144336447194e-16,-8.193797047638358e-18,4.19778880110641e-18,3.9471248943423716e-20,1.6099706671655056e-27
2361,1.23544810065943e-16,-8.14445046402086e-18,4.169706349416296e-18,3.9396026900566115e-20,1.607255413927295e-27
2362,1.2330177856536149e-16,-8.093968682354014e-18,4.141838790751711e-18,3.932103062051698e-20,1.6045441800654315e-27
2363,1.2305349013880465e-16,-8.043164480484566e-18,4.1142868403157764e-18,3.9246034654505275e-20,1.6018369582948745e-27
2364,1.228067013736794e-16,-7.992027492251637e-18,4.086948582471288e-18,3.9171151465381797e-20,1.5991449796628998e-27
2365,1.225636544964801e-16,-7.940547387236202e-18,4.0600705388149704e-18,3.909638084756891e-20,1.5964457507840113e-27
2366,1.223052674277601e-16,-7.88788364032692e-18,4.0333149922006974e-18,3.9021834789228626e-20,1.5937617315779274e-27
2367,1.220584829433014e-16,-7.834846415130361e-18,4.006849808812385e-18,3.894728860435758e-20,1.5910816765431813e-27
2368,1.2180647134981018e-16,-7.781436713887245e-18,3.980674281859578e-18,3.887285437689842e-20,1.588405578510375e-27
2369,1.2154812705047377e-16,-7.728461283737412e-18,3.9549443794389004e-18,3.8798531903078867e-20,1.5857334303258386e-27
2370,1.2128346633978353e-16,-7.675091651942581e-18,3.929323556888884e-18,3.8724320979575097e-20,1.5830652248515883e-27
2371,1.2103038078202643e-16,-7.619641889658956e-18,3.9041467278265935e-18,3.865022140351063e-20,1.5804121270348132e-27
2372,1.207720974118759e-16,-7.564595422356894e-18,3.879167218571741e-18,3.857612134591969e-20,1.5777517762137445e-27
2373,1.2049970703617085e-16,-7.50994013656445e-18,3.854607622225915e-18,3.8502243951928516e-20,1.5751065000440755e-27
2374,1.202377620544404e-16,-7.453502050450447e-18,3.830322034394606e-18,3.842836586072809e-20,1.5724651194162776e-27
2375,1.1996174052989926e-16,-7.397846653832858e-18,3.8063765961117804e-18,3.835470984216796e-20,1.5698164928288646e-27
2376,1.1969726602196166e-16,-7.342538151786065e-18,3.7826925988169445e-18,3.82810529120129e-20,1.567194016703262e-27
2377,1.1941874346014268e-16,-7.28590836537514e-18,3.759347218540124e-18,3.820750630826391e-20,1.5645642806149008e-27
2378,1.1915175329069794e-16,-7.22951558257868e-18,3.736339626385001e-18,3.813406983078962e-20,1.5619384120620434e-27
2379,1.1887074346607218e-16,-7.172859897603501e-18,3.713668995523806e-18,3.8060743279897537e-20,1.5593164040813115e-27
2380,1.1860014265287596e-16,-7.116174875457305e-18,3.691245799173023e-18,3.798741557880977e-20,1.5567093374768506e-27
2381,1.1832441510943987e-16,-7.05901751226602e-18,3.669146987154389e-18,3.79143083768507e-20,1.5541060989441084e-27
2382,1.18043574030055e-16,-7.00187609959524e-18,3.6474713887269216e-18,3.7841199813453115e-20,1.5514956124555646e-27
2383,1.1775652658970436e-16,-6.944252964029695e-18,3.62601888464018e-18,3.7768311166426985e-20,1.5489000187193184e-27
2384,1.1747323422391871e-16,-6.886790311627061e-18,3.6049878470374956e-18,3.769542094798973e-20,1.546308232439955e-27
2385,1.17183750603465e-16,-6.829211766550289e-18,3.584189536227942e-18,3.762263965215681e-20,1.5437312881009359e-27
2386,1.1689691724524467e-16,-6.77151768064504e-18,3.563788870432196e-18,3.7549967081927475e-20,1.5411470869856782e-27
2387,1.1660390953066641e-16,-6.7136973819918e-18,3.54361952997794e-18,3.74774030407316e-20,1.5385666728702281e-27
2388,1.1630694598885417e-16,-6.655883411482838e-18,3.524011363418433e-18,3.740483719640409e-20,1.536001052563806e-27
2389,1.160115390516845e-16,-6.59799878328922e-18,3.504467785771463e-18,3.733248971744592e-20,1.5334391872526992e-27
2390,1.1571988416104022e-16,-6.5402636390467616e-18,3.485406472430761e-18,3.7260140228456025e-20,1.5308700750266794e-27
2391,1.154132960358856e-16,-6.4824140008116435e-18,3.466727360314885e-18,3.718800853013319e-20,1.528315708727069e-27
2392,1.15110472994674e-16,-6.4246917059097435e-18,3.4482868126260763e-18,3.711587461612244e-20,1.5257650772680339e-27
2393,1.1481798650373263e-16,-6.3669977870496975e-18,3.4301390892011384e-18,3.7043848243881544e-20,1.5232291416002216e-27
2394,1.1450403140103003e-16,-6.309321275070126e-18,3.412382102042276e-18,3.6971929219479867e-20,1.520685950622375e-27
2395,1.1420041480991697e-16,-6.251870223971084e-18,3.3950148916530085e-18,3.690011734940939e-20,1.5181464744843772e-27
2396,1.1389070088886087e-16,-6.194414385577673e-18,3.377948979371308e-18,3.682841244058365e-20,1.5156216467383378e-27
