L,TT,TE,EE,BB,PP
1198,4.63692656016611e-15,1.2330493412500396e-17,7.519471595417526e-17,4.2747646832523857e-19,2.1309653129353166e-26
1199,4.610114724133546e-15,1.38516986178775e-17,7.577116226360369e-17,4.265032998974637e-19,2.124409234041962e-26
1200,4.5831241702557174e-15,1.529619054225988e-17,7.635648356023085e-17,4.255292916884446e-19,2.117876393029102e-26
1201,4.556521718751593e-15,1.66611249886627e-17,7.694497498029584e-17,4.2455401669125257e-19,2.1113667011494974e-26
1202,4.529393053936795e-15,1.7953454010807382e-17,7.754574320405243e-17,4.2357748526554403e-19,2.1048844152532602e-26
1203,4.50269526439521e-15,1.9167287081346227e-17,7.814961485123133e-17,4.226001415108444e-19,2.098425087749827e-26
1204,4.47573339174459e-15,2.0306257793530406e-17,7.875960353204944e-17,4.216219935104813e-19,2.0919929619137547e-26
1205,4.448897984064223e-15,2.1367663829271506e-17,7.936962328020189e-17,4.206426169408636e-19,2.0855836054821545e-26
1206,4.422145359471913e-15,2.235516655929662e-17,7.998830429863635e-17,4.1966288522820235e-19,2.0792012482166382e-26
1207,4.395819960377209e-15,2.3262837122680854e-17,8.061042991021111e-17,4.1868237323771167e-19,2.072841473100898e-26
1208,4.369231430741921e-15,2.410070449198618e-17,8.123856177491493e-17,4.1770065865065706e-19,2.0665084964458453e-26
1209,4.342424133815787e-15,2.486288325385346e-17,8.186665448841536e-17,4.1671903996678884e-19,2.060197916401245e-26
1210,4.3160424558227355e-15,2.554657189526392e-17,8.249813603775422e-17,4.1573666313950164e-19,2.0539139358891928e-26
1211,4.2894422672490244e-15,2.6155452143419268e-17,8.313512751916445e-17,4.147535359347789e-19,2.0476521681455984e-26
1212,4.263214544066866e-15,2.6693096607950236e-17,8.377247051443468e-17,4.1377052083800793e-19,2.0414125289430952e-26
1213,4.2367730047727e-15,2.7159897547219886e-17,8.44101606908576e-17,4.127871946227135e-19,2.035199201209623e-26
1214,4.2107279572978825e-15,2.754998337244085e-17,8.505373142649429e-17,4.1180356282396197e-19,2.029012080393413e-26
1215,4.184771354535088e-15,2.786692028011258e-17,8.569422033738143e-17,4.1081963094293136e-19,2.022842556913652e-26
1216,4.158898620272563e-15,2.811110978187971e-17,8.63380086521183e-17,4.0983582902338343e-19,2.0167033063858534e-26
1217,4.13247362778327e-15,2.8286045661794787e-17,8.698211037125849e-17,4.0885173652872315e-19,2.010581488281897e-26
1218,4.106760287134456e-15,2.8385889322837575e-17,8.762948363609916e-17,4.078682052321178e-19,2.0044855052804733e-26
1219,4.080813052531323e-15,2.842038864102544e-17,8.827081498063657e-17,4.068848138539787e-19,1.9984152550220607e-26
1220,4.0552574377352695e-15,2.838054258387953e-17,8.891203665742313e-17,4.0590156566828514e-19,1.9923664176310632e-26
1221,4.029780004674665e-15,2.827294843856246e-17,8.955104108834499e-17,4.0491846392645703e-19,1.9863389123808308e-26
1222,4.004376268201841e-15,2.809171653571471e-17,9.019330202219669e-17,4.0393593227637114e-19,1.9803368630895862e-26
1223,3.979050166495407e-15,2.784967431388604e-17,9.083292468768621e-17,4.029539718638738e-19,1.9743559718131704e-26
1224,3.95379304002627e-15,2.75315737144426e-17,9.146363373728553e-17,4.0197258382276603e-19,1.9684003494046874e-26
1225,3.928922608321655e-15,2.7147117427109594e-17,9.209843949279315e-17,4.0099218763792536e-19,1.9624657124629054e-26
1226,3.904119643548804e-15,2.6699680270452672e-17,9.272729505913068e-17,4.0001194701130276e-19,1.9565519821237675e-26
1227,3.879696665736888e-15,2.6183358186873926e-17,9.33539799886839e-17,3.9903311608938887e-19,1.950663249878345e-26
1228,3.855031598241336e-15,2.560469245412107e-17,9.397808605622514e-17,3.9805485924251594e-19,1.9447952539735638e-26
1229,3.830745030422235e-15,2.4957796121929704e-17,9.459671383708099e-17,3.9707759320071573e-19,1.9389520730826302e-26
1230,3.805905682372301e-15,2.4252174882246436e-17,9.521030252976805e-17,3.9610131701122954e-19,1.9331253101079094e-26
1231,3.781746802447337e-15,2.3481944276652023e-17,9.582177430231413e-17,3.951260297196459e-19,1.927327337099549e-26
1232,3.757648877215936e-15,2.2653543133217896e-17,9.642451904307758e-17,3.9415214399426304e-19,1.9215456282449565e-26
1233,3.734227006966642e-15,2.1757965864171688e-17,9.702890062258956e-17,3.931796568663018e-19,1.9157883864069498e-26
1234,3.710558606087319e-15,2.08077869633114e-17,9.762171558898659e-17,3.922085653751776e-19,1.9100555154802164e-26
1235,3.688172066459939e-15,1.9797059574343073e-17,9.821289654911781e-17,3.912388665684738e-19,1.9043386874275866e-26
1236,3.6652325244448274e-15,1.8729122162148407e-17,9.87934081457697e-17,3.90270968454481e-19,1.898646065982887e-26
1237,3.642341769350508e-15,1.760105570500302e-17,9.936863352477646e-17,3.893044558166734e-19,1.8929775562264977e-26
1238,3.619815066964477e-15,1.6416227759961967e-17,9.993941526726004e-17,3.883393257317958e-19,1.8873289673985032e-26
1239,3.597335841554514e-15,1.5174753798586266e-17,1.0049963814285837e-16,3.8737639321601547e-19,1.8817002252447434e-26
1240,3.5749121175429925e-15,1.388295525103359e-17,1.0105506726861358e-16,3.864152431009821e-19,1.876091255834384e-26
1241,3.553138882003857e-15,1.2534924562554563e-17,1.0160001653448124e-16,3.854558705245312e-19,1.8705060620493104e-26
1242,3.5311136272058023e-15,1.1139892038240158e-17,1.021434882186083e-16,3.844986776351284e-19,1.8649404809911725e-26
1243,3.509439034676319e-15,9.68500549440623e-18,1.0267085913404372e-16,3.8354325130355793e-19,1.859394439736775e-26
1244,3.4881094429418926e-15,8.185853154819164e-18,1.0319680946933163e-16,3.8259039809668594e-19,1.8538719225406252e-26
1245,3.467127324864708e-15,6.635970728321839e-18,1.0371283829192193e-16,3.8163929924940715e-19,1.8483687872264594e-26
1246,3.4461878019411414e-15,5.042320890442228e-18,1.0421575622614531e-16,3.8069075877069374e-19,1.8428849618631537e-26
1247,3.425286712908818e-15,3.3987692497809293e-18,1.0471168037449294e-16,3.797447680275695e-19,1.837424412203814e-26
1248,3.40472627180961e-15,1.7081091947104294e-18,1.0519741767207399e-16,3.7880091533189705e-19,1.8319789857289036e-26
1249,3.3845049238578812e-15,-2.5949907458740965e-20,1.0567985668877606e-16,3.778595965023776e-19,1.8265607042069258e-26
1250,3.3646211215965823e-15,-1.803924098571212e-18,1.0614615370258463e-16,3.76921204810091e-19,1.8211574042674504e-26
1251,3.3447684428323447e-15,-3.6251195007669844e-18,1.0659999466826056e-16,3.759849275121064e-19,1.8157770580813326e-26
1252,3.325547594940425e-15,-5.4885291184183805e-18,1.070506494137809e-16,3.7505155911316633e-19,1.8104155711978714e-26
1253,3.306063894976841e-15,-7.391408766832487e-18,1.0748573512616163e-16,3.741210892703494e-19,1.8050728739264867e-26
1254,3.2869095542873045e-15,-9.333291154365637e-18,1.0790851847443482e-16,3.731931084402938e-19,1.7997528893189514e-26
1255,3.268079087578312e-15,-1.1313584110569573e-17,1.0832463709006031e-16,3.7226840549148366e-19,1.7944515431273621e-26
1256,3.249869502378256e-15,-1.3329709066181126e-17,1.0872616169426724e-16,3.7134657033015207e-19,1.7891687666034658e-26
1257,3.2316858699912928e-15,-1.5381447873321054e-17,1.0911872309523092e-16,3.704275927870872e-19,1.783904491294757e-26
1258,3.213532102821079e-15,-1.746707599957923e-17,1.0949641183289187e-16,3.6951146273596696e-19,1.7786626161461886e-26
1259,3.195693305474487e-15,-1.9585473713483718e-17,1.098652384539746e-16,3.685989622543867e-19,1.773439093595155e-26
1260,3.1781720023627565e-15,-2.1735132678959723e-17,1.1021931191301768e-16,3.676892866271249e-19,1.7682338561124925e-26
1261,3.1609667512623383e-15,-2.3915185595528184e-17,1.1056462334692288e-16,3.667832155156434e-19,1.7630468364587244e-26
1262,3.1440761166945954e-15,-2.6123627239514782e-17,1.1089884784470379e-16,3.6587994681969223e-19,1.757881909687545e-26
1263,3.1274947341229336e-15,-2.836035401850794e-17,1.1121849454558894e-16,3.649802577955423e-19,1.7527350546548937e-26
1264,3.1109343433339923e-15,-3.062424110046648e-17,1.1152716792964104e-16,3.640841348539739e-19,1.7476062050260877e-26
1265,3.094971637532737e-15,-3.291326818179337e-17,1.118213878020529e-16,3.6319117213109584e-19,1.742495294750209e-26
1266,3.0790241109441313e-15,-3.5225701712242013e-17,1.121047468838785e-16,3.623017497278337e-19,1.737406175202788e-26
1267,3.0633811628151317e-15,-3.7561578825546676e-17,1.123710379230329e-16,3.614158542268318e-19,1.732334851395188e-26
1268,3.0480726509380173e-15,-3.991956956616424e-17,1.126324454484096e-16,3.6053347226891746e-19,1.7272812581631602e-26
1269,3.033093154884254e-15,-4.2296090963223946e-17,1.1287144760415174e-16,3.5965498041805795e-19,1.7222453306204345e-26
1270,3.018297155219167e-15,-4.469544531936467e-17,1.1309943748879434e-16,3.587799743383687e-19,1.7172308966750467e-26
1271,3.003827638689859e-15,-4.7110520596804023e-17,1.1331724343949822e-16,3.579088294875633e-19,1.7122301008368284e-26
1272,2.9895667125712085e-15,-4.9542009866226264e-17,1.1352142034879925e-16,3.5704114287970677e-19,1.7072506579891468e-26
1273,2.975513448022051e-15,-5.198943946990183e-17,1.1370931965791368e-16,3.561772888708179e-19,1.702288611869356e-26
1274,2.9617868322957767e-15,-5.4450791351682576e-17,1.1388140402540967e-16,3.553176394424673e-19,1.6973477671263155e-26
1275,2.9483197262356254e-15,-5.69225151662605e-17,1.1404315400715268e-16,3.5446140559780273e-19,1.6924203182471675e-26
1276,2.9350878250089604e-15,-5.94080235279057e-17,1.141919183178248e-16,3.5360934565633876e-19,1.6875139325071355e-26
1277,2.9221439735547708e-15,-6.190146766798422e-17,1.1432737233066675e-16,3.527610581725082e-19,1.682624679156954e-26
1278,2.9094599614586485e-15,-6.440587640011493e-17,1.1444765596213585e-16,3.5191652857675353e-19,1.677752495835666e-26
1279,2.897057645864674e-15,-6.691581605885228e-17,1.1455207223688583e-16,3.5107650995299835e-19,1.672897320446491e-26
1280,2.8849434176817745e-15,-6.943699951133617e-17,1.1464644297231927e-16,3.5024021787126315e-19,1.6680629231137756e-26
1281,2.8730853660780482e-15,-7.195826962187802e-17,1.1472584102774564e-16,3.494076379596769e-19,1.6632415723705953e-26
1282,2.8615052573207407e-15,-7.448572881399589e-17,1.1478957207603387e-16,3.485795199120036e-19,1.6584408648712866e-26
1283,2.85017895140531e-15,-7.701590632459123e-17,1.1484114169759268e-16,3.4775546450421875e-19,1.653656907646384e-26
1284,2.8391319622781464e-15,-7.954954189594606e-17,1.1487755994187806e-16,3.469358365912028e-19,1.6488896399422424e-26
1285,2.8283059947675352e-15,-8.20809068966607e-17,1.1490155885735938e-16,3.46119858066491e-19,1.6441428034686522e-26
1286,2.8177570029946324e-15,-8.461341939586165e-17,1.1490788139308782e-16,3.4530827414763105e-19,1.639408727660419e-26
1287,2.8074799454815014e-15,-8.714137928017555e-17,1.149022954110153e-16,3.4450106731634677e-19,1.6346949510621955e-26
1288,2.797481163604893e-15,-8.967009692005838e-17,1.1488145024949564e-16,3.4369784167907636e-19,1.6299976117720626e-26
1289,2.7877216135928192e-15,-9.218935730082405e-17,1.1484919555660465e-16,3.42898581631323e-19,1.6253166503463792e-26
1290,2.778207765226337e-15,-9.47074954278199e-17,1.1479917067196943e-16,3.421040261968302e-19,1.620652007591421e-26
1291,2.768964881309321e-15,-9.721885700916017e-17,1.1473748537316713e-16,3.4131377970654316e-19,1.6160036245621624e-26
1292,2.7599654106968377e-15,-9.972384055976075e-17,1.1465591945327509e-16,3.405274489056811e-19,1.6113714425610564e-26
1293,2.751200747237273e-15,-1.0222284217936915e-16,1.1456808447130981e-16,3.3974576953611275e-19,1.6067591584578428e-26
1294,2.7427335771057917e-15,-1.0470163243343663e-16,1.1446351110556285e-16,3.3896834791015667e-19,1.6021591976045758e-26
1295,2.7344764484474177e-15,-1.0717751714011081e-16,1.1434414903005663e-16,3.381951671105434e-19,1.597579006908083e-26
1296,2.7264583235177505e-15,-1.0963442765568766e-16,1.1421380499360048e-16,3.3742621029395473e-19,1.593014773367873e-26
1297,2.718700520166323e-15,-1.1208289303127064e-16,1.1406917120341912e-16,3.366618339109048e-19,1.5884664395458114e-26
1298,2.711175779322896e-15,-1.1451549061904413e-16,1.1391068677244693e-16,3.3590164689536916e-19,1.5839339482439318e-26
1299,2.7038607285387144e-15,-1.1693488946173983e-16,1.1373804406828408e-16,3.351460046999792e-19,1.5794172425032732e-26
1300,2.696836157527455e-15,-1.1933556929486605e-16,1.1354907994675343e-16,3.3439451756123587e-19,1.5749199806061478e-26
1301,2.69003769553743e-15,-1.217187206003916e-16,1.1335165975660903e-16,3.3364753993766853e-19,1.570434670354648e-26
1302,2.6834458082181666e-15,-1.2408108235949432e-16,1.131376751769354e-16,3.329046833614849e-19,1.5659686798264164e-26
1303,2.677085454540672e-15,-1.264282886985454e-16,1.1290979166747481e-16,3.321666710931755e-19,1.5615145401198445e-26
1304,2.6709519009687628e-15,-1.2875301645699061e-16,1.1267139691592587e-16,3.314327450281248e-19,1.557079597006111e-26
1305,2.6650478145344093e-15,-1.3106089054433038e-16,1.1241664145289894e-16,3.3070325765184457e-19,1.5526600913717859e-26
1306,2.659316948989776e-15,-1.3334056918243048e-16,1.1215406743103318e-16,3.2997819116759166e-19,1.5482559679376452e-26
1307,2.653865115083507e-15,-1.3559584893997625e-16,1.1187489081338212e-16,3.292575278563141e-19,1.5438671716542023e-26
1308,2.6486139898745916e-15,-1.3783490703982777e-16,1.1158285833679407e-16,3.2854125007626684e-19,1.5394936477005986e-26
1309,2.6435333602538077e-15,-1.4004168778879182e-16,1.1127473215768428e-16,3.278293402626267e-19,1.5351353414835022e-26
1310,2.6387029517894165e-15,-1.4222730665816007e-16,1.1095863570398928e-16,3.271217809271127e-19,1.5307921986360088e-26
1311,2.6340376201248575e-15,-1.4438381624403808e-16,1.1062949237452198e-16,3.2641855465760555e-19,1.5264678179633024e-26
1312,2.6296788756515612e-15,-1.4651207143076012e-16,1.1028991605812595e-16,3.2572000885601896e-19,1.5221548340902897e-26
1313,2.625435959445553e-15,-1.4861437883271356e-16,1.0993485697540345e-16,3.2502539622977715e-19,1.51785685184656e-26
1314,2.621410174324113e-15,-1.5068321323947582e-16,1.0956947775809893e-16,3.2433542851686485e-19,1.5135774540520312e-26
1315,2.617553345084268e-15,-1.5272416612310108e-16,1.0919382668953226e-16,3.2364936079503163e-19,1.5093093093453798e-26
1316,2.6139118442084163e-15,-1.5473264451682138e-16,1.088025139531429e-16,3.229679027356418e-19,1.505059631778425e-26
1317,2.6104666060231524e-15,-1.5671096105170624e-16,1.0840647139749404e-16,3.2229067375026736e-19,1.5008247322846606e-26
1318,2.6071589221210227e-15,-1.586545474581268e-16,1.0799234911827512e-16,3.2161765695323193e-19,1.4966045583072915e-26
1319,2.6040387021334844e-15,-1.6056896796190742e-16,1.0756816999028998e-16,3.2094919641065893e-19,1.4923954487200944e-26
1320,2.6010834860440525e-15,-1.6244606070576826e-16,1.0713362078460576e-16,3.2028455307929834e-19,1.4882045744345044e-26
1321,2.598292535689861e-15,-1.64292104908064e-16,1.0669234789505017e-16,3.1962443150529136e-19,1.4840282692784158e-26
1322,2.5956938556963637e-15,-1.6609933158847063e-16,1.0623288752251262e-16,3.1896845421866384e-19,1.4798664815555572e-26
1323,2.5932543012584344e-15,-1.6787006253716552e-16,1.0576644331607949e-16,3.1831660469979656e-19,1.4757191597822124e-26
1324,2.590976742286564e-15,-1.6960803842794442e-16,1.0528982504007974e-16,3.176688665004632e-19,1.4715862526862067e-26
1325,2.588835420777522e-15,-1.713051761919199e-16,1.0480343794284087e-16,3.1702522324348017e-19,1.4674677092058965e-26
1326,2.586883290490001e-15,-1.7296736783010864e-16,1.043073278190661e-16,3.163856586223573e-19,1.4633634784891667e-26
1327,2.585012541292108e-15,-1.7459226965834218e-16,1.0380439259125117e-16,3.1575051294309556e-19,1.4592735098924317e-26
1328,2.583354534478131e-15,-1.761718562486384e-16,1.0329146070881071e-16,3.151190564187124e-19,1.4552013130355017e-26
1329,2.5818087849912538e-15,-1.777177015625826e-16,1.0276609068496926e-16,3.1449163003263934e-19,1.451139712223691e-26
1330,2.5803925392125165e-15,-1.7922143388188317e-16,1.022311798168043e-16,3.138682177577135e-19,1.4470922228544616e-26
1331,2.5791406593393655e-15,-1.8068359207627044e-16,1.016892536812364e-16,3.1324880363575283e-19,1.443058795108435e-26
1332,2.577967481184236e-15,-1.821075430374611e-16,1.0113751469105157e-16,3.1263337177721913e-19,1.4390393793698548e-26
1333,2.5769574568022206e-15,-1.834853268382331e-16,1.0057636215145386e-16,3.120219063608829e-19,1.4350339262256157e-26
1334,2.5760534070252374e-15,-1.8482526083926165e-16,1.000107795908553e-16,3.114140388219577e-19,1.431045914579635e-26
1335,2.575258382150931e-15,-1.8612257842252605e-16,9.943303855812869e-17,3.108101073426885e-19,1.427068233908972e-26
1336,2.574596518897168e-15,-1.873718382327652e-16,9.885093415686847e-17,3.1020974454482905e-19,1.4231043688115275e-26
1337,2.574042636651037e-15,-1.8858168095891799e-16,9.82564095876576e-17,3.0961328768151463e-19,1.4191542706752204e-26
1338,2.5735717043520015e-15,-1.897470184536552e-16,9.76579393978358e-17,3.0902072126103704e-19,1.415221398145725e-26
1339,2.5732323779906736e-15,-1.9087084740877088e-16,9.704994032175145e-17,3.0843132949296563e-19,1.4112986836517015e-26
1340,2.5729786144631463e-15,-1.9195334965372717e-16,9.643735223636024e-17,3.0784579947216985e-19,1.407389591477956e-26
1341,2.572806540962845e-15,-1.9298702514910484e-16,9.582054682510122e-17,3.0726411589806537e-19,1.4034940737983867e-26
1342,2.5727192795677025e-15,-1.9397731771850265e-16,9.519431568023216e-17,3.066855662970377e-19,1.399612082981086e-26
1343,2.5727408192558682e-15,-1.9492198089647897e-16,9.45611396344154e-17,3.061108348126224e-19,1.3957435715874234e-26
1344,2.5728428683325595e-15,-1.9582156253010168e-16,9.392105174719033e-17,3.055392111669733e-19,1.3918884923711335e-26
1345,2.5729799492163995e-15,-1.9667348391548055e-16,9.327929092307769e-17,3.049710304775864e-19,1.3880502689410393e-26
1346,2.5732246812454374e-15,-1.9748592504474012e-16,9.262789605813236e-17,3.044062793000384e-19,1.3842219079524737e-26
1347,2.573555822594844e-15,-1.982486777246982e-16,9.19721027075962e-17,3.03844944246941e-19,1.380406838559131e-26
1348,2.5739211595539564e-15,-1.9896506999057793e-16,9.131227810791615e-17,3.032870119876661e-19,1.376605014275178e-26
1349,2.5743929915628733e-15,-1.9963461535176297e-16,9.064257713302817e-17,3.027317792241523e-19,1.372816388802672e-26
1350,2.57487782913221e-15,-2.002582085082757e-16,8.997372535358718e-17,3.0218026930660388e-19,1.369037471018585e-26
1351,2.5754444113135093e-15,-2.008360511906439e-16,8.929780939423954e-17,3.016314355626104e-19,1.3652751101184747e-26
1352,2.5760236773916726e-15,-2.0136559637321422e-16,8.861761064041402e-17,3.0108595489961432e-19,1.3615258102432364e-26
1353,2.576687594211035e-15,-2.0184979999082217e-16,8.793795194468688e-17,3.0054347128084217e-19,1.3577895258377578e-26
1354,2.5773638664434626e-15,-2.02289203555638e-16,8.725164128048955e-17,3.000039732191583e-19,1.354062786835387e-26
1355,2.5781276694167304e-15,-2.026812680016882e-16,8.656042012269901e-17,2.9946710731123397e-19,1.3503524024885338e-26
1356,2.5789273948485635e-15,-2.03031323112815e-16,8.587011724762756e-17,2.9893354659887723e-19,1.3466548980327029e-26
1357,2.5797390145121023e-15,-2.03329665453186e-16,8.517254786855964e-17,2.9840259631184733e-19,1.342966819066794e-26
1358,2.580535236836177e-15,-2.0357686265291134e-16,8.447319360304481e-17,2.9787424665975375e-19,1.339294945112671e-26
1359,2.5813739194747765e-15,-2.0378537776577656e-16,8.377172463506868e-17,2.9734882784790266e-19,1.335632417549264e-26
1360,2.5821734033424148e-15,-2.039428206682831e-16,8.307358384215929e-17,2.9682598921280634e-19,1.3319826016302802e-26
1361,2.5830626620746653e-15,-2.04057211684729e-16,8.23655395094044e-17,2.9630606004574557e-19,1.328348842782381e-26
1362,2.583892375646378e-15,-2.041212937106231e-16,8.165779127874336e-17,2.957883523096198e-19,1.3247243129247998e-26
1363,2.584760812496091e-15,-2.0414813028569556e-16,8.094797438910916e-17,2.9527353383746805e-19,1.321112362821859e-26
1364,2.5855463111881194e-15,-2.0412236138280394e-16,8.023879995983419e-17,2.9476091866119878e-19,1.3175129488582866e-26
1365,2.586623274471584e-15,-2.0404960956472953e-16,7.952723468621042e-17,2.9425083573379786e-19,1.3139260275932816e-26
1366,2.587441956367029e-15,-2.0393748371428e-16,7.881329134075751e-17,2.9374293910681554e-19,1.3103515557597093e-26
1367,2.588252118205074e-15,-2.0377842900749176e-16,7.809765461494896e-17,2.9323755681694817e-19,1.3067861303717677e-26
1368,2.589308773411602e-15,-2.035733224781568e-16,7.738670868546308e-17,2.927343439733429e-19,1.303236433198826e-26
1369,2.590104976995659e-15,-2.0332203131339974e-16,7.667105505947875e-17,2.922332926915415e-19,1.2996990566791212e-26
1370,2.590899445670528e-15,-2.0303011060638278e-16,7.595841056639074e-17,2.9173472963904637e-19,1.2961706130340626e-26
1371,2.5916888441618115e-15,-2.0269206029189616e-16,7.524542400774169e-17,2.9123797746827674e-19,1.2926577551255385e-26
1372,2.5924731920956913e-15,-2.0231108479621865e-16,7.453276623942387e-17,2.9074336339928133e-19,1.2891537551704733e-26
1373,2.5932558396172563e-15,-2.0188737264072186e-16,7.382243645387324e-17,2.9025087967528643e-19,1.285661916261381e-26
1374,2.5940367916555047e-15,-2.0141845091744273e-16,7.311209872643279e-17,2.897601859954264e-19,1.2821821964601048e-26
1375,2.594812732199097e-15,-2.0090983158076748e-16,7.240208743661094e-17,2.892716082083106e-19,1.2787145539951825e-26
1376,2.5955903128097155e-15,-2.0035638333147322e-16,7.169406146093138e-17,2.8878447542840357e-19,1.2752589472610793e-26
1377,2.5963629013204582e-15,-1.9976326989824014e-16,7.099066342906064e-17,2.8829944516607885e-19,1.271815334817424e-26
1378,2.5971371299640445e-15,-1.9912835107235766e-16,7.028261728614753e-17,2.8781617916305975e-19,1.2683803689045604e-26
1379,2.5976686639890153e-15,-1.9845181048641994e-16,6.958381256417232e-17,2.873346712778974e-19,1.2649606261695509e-26
1380,2.598199229824179e-15,-1.9773580911854127e-16,6.888003462791512e-17,2.868549153936109e-19,1.2615494574667801e-26
1381,2.59873212214082e-15,-1.9697656984928383e-16,6.818315896556936e-17,2.863765762036873e-19,1.2581534206003929e-26
1382,2.5987807972352936e-15,-1.961755974606184e-16,6.748822677464691e-17,2.8589964906800413e-19,1.2547658858748888e-26
1383,2.5993222930003147e-15,-1.9533865572312548e-16,6.679556007692065e-17,2.854244576271243e-19,1.2513901097042187e-26
1384,2.599380941820886e-15,-1.944606583483384e-16,6.610711796554486e-17,2.8495066806592624e-19,1.2480260517522916e-26
1385,2.5994432595177205e-15,-1.935447315237498e-16,6.54205931072449e-17,2.8447827580094177e-19,1.2446736718423323e-26
1386,2.5995124984740794e-15,-1.9259006153683885e-16,6.473859410687755e-17,2.8400727626638837e-19,1.241329661518708e-26
1387,2.5993471127137612e-15,-1.9159747146543363e-16,6.406045079428417e-17,2.8353733854130195e-19,1.2380005225055361e-26
1388,2.5996748788713714e-15,-1.9056940940220467e-16,6.338419321961269e-17,2.8306911131054755e-19,1.234679682913961e-26
1389,2.599523875655101e-15,-1.8950115003944634e-16,6.271241882181864e-17,2.8260161234933456e-19,1.2313703716042272e-26
1390,2.5991431413601194e-15,-1.8840229397051117e-16,6.204673519158206e-17,2.821354899013347e-19,1.22807579881506e-26
1391,2.5990106803586196e-15,-1.8726551290859827e-16,6.138517116261841e-17,2.816704149828534e-19,1.224789421290946e-26
1392,2.598652335973855e-15,-1.8609388990517924e-16,6.072738701738543e-17,2.8120638452423627e-19,1.2215112139271872e-26
1393,2.598302050035387e-15,-1.848872548697434e-16,6.007628064556331e-17,2.807433954669718e-19,1.2182476230786764e-26
1394,2.59772392276886e-15,-1.8365028546837838e-16,5.942859431097645e-17,2.8028144476364307e-19,1.2149921339051078e-26
1395,2.5971576892321277e-15,-1.8237601768242216e-16,5.878496060340417e-17,2.7982020673636933e-19,1.2117511744708647e-26
1396,2.5966065219173036e-15,-1.810739587195407e-16,5.814987462427348e-17,2.793600019251024e-19,1.208518248795625e-26
1397,2.5958322860719064e-15,-1.7973747567748301e-16,5.751815416638736e-17,2.7890050559375857e-19,1.2052965495434635e-26
1398,2.59482951490289e-15,-1.7836832648173633e-16,5.689042926161259e-17,2.784420373744022e-19,1.2020860384847021e-26
1399,2.5938462060818427e-15,-1.769695424226961e-16,5.627310071780389e-17,2.779839526688224e-19,1.1988866775393346e-26
1400,2.592879075907122e-15,-1.7554093426268326e-16,5.565939875203696e-17,2.7752657157889765e-19,1.1956952253577156e-26
1401,2.591691343329436e-15,-1.74082314024884e-16,5.504898984485989e-17,2.7706989249273416e-19,1.1925180555642041e-26
1402,2.590520332090007e-15,-1.7259668927512364e-16,5.444920864965424e-17,2.766139138033368e-19,1.1893487282367305e-26
1403,2.5891299336939326e-15,-1.7108130909551084e-16,5.385490802643029e-17,2.7615831493473377e-19,1.1861904092766328e-26
1404,2.5875242737856767e-15,-1.695385347128427e-16,5.3268614553340217e-17,2.7570309565183756e-19,1.1830430613130429e-26
1405,2.586175013938871e-15,-1.6796848763251958e-16,5.268552486482174e-17,2.7524857378530604e-19,1.1799034664537072e-26
1406,2.5843759612331587e-15,-1.6637605305417047e-16,5.211293221258055e-17,2.7479443012716586e-19,1.1767779534741314e-26
1407,2.582363737429665e-15,-1.6475657368268602e-16,5.154540185248808e-17,2.7434034727890104e-19,1.1736601286064092e-26
1408,2.5808423591191484e-15,-1.6311238649279802e-16,5.098323067257067e-17,2.738869597815512e-19,1.1705531356971277e-26
1409,2.5786395668660096e-15,-1.6144328525114454e-16,5.043114154183841e-17,2.7343363351954676e-19,1.1674569380689852e-26
1410,2.576696235522075e-15,-1.5975443390990102e-16,4.988435604798389e-17,2.7298036959983063e-19,1.1643714991872975e-26
1411,2.574544523982164e-15,-1.5804056015698716e-16,4.934506089566274e-17,2.7252748449109292e-19,1.1612936289754757e-26
1412,2.572185322932023e-15,-1.56304609621595e-16,4.881543037713809e-17,2.720749779478878e-19,1.158229603013714e-26
1413,2.5693836618405333e-15,-1.5454825351140193e-16,4.829322376616243e-17,2.7162222077073813e-19,1.1551730822684547e-26
1414,2.566841715481762e-15,-1.5276969936506267e-16,4.7778411171517436e-17,2.7116952941145517e-19,1.1521271844246383e-26
1415,2.5640974166139535e-15,-1.5097343674102762e-16,4.727064923786498e-17,2.707169049469537e-19,1.149091873622875e-26
1416,2.5613802261844914e-15,-1.49159545940717e-16,4.677272796338906e-17,2.702643484476747e-19,1.1460639826834432e-26
1417,2.5582272353902316e-15,-1.4732998314378438e-16,4.627929125313204e-17,2.698118609776207e-19,1.1430466163168761e-26
1418,2.5551024450413095e-15,-1.4547795022813697e-16,4.579531784584435e-17,2.6935913133087653e-19,1.140042861685803e-26
1419,2.5517812323013873e-15,-1.4361290229699629e-16,4.532045740133803e-17,2.689064737018004e-19,1.1370464337865354e-26
1420,2.5484886329068696e-15,-1.4173209734827738e-16,4.4854984265158404e-17,2.6845326636284776e-19,1.13405731061452e-26
1421,2.5449975447706515e-15,-1.398359183520911e-16,4.4396372663438363e-17,2.6800013487130306e-19,1.1310816891829523e-26
1422,2.5415416969548565e-15,-1.379262987681787e-16,4.394707912384452e-17,2.6754676974134485e-19,1.1281133112288354e-26
1423,2.5376558407112893e-15,-1.3600299076905564e-16,4.350644559535401e-17,2.670931732991205e-19,1.1251552557800101e-26
1424,2.534035387155611e-15,-1.3406636727511808e-16,4.30750562203322e-17,2.666390382205577e-19,1.1222074881502867e-26
